id,Video_Id,Title,Channel_Name,Category,Description,Views,Likes,Dislikes,Comments,Date,Time,Thumb,Video
72,F7OcfczQcGCxxpXk,Love Aaj Kal - Official Trailer  Kartik Sara Randeep Arushi  Imtiaz Ali  Dinesh Vijan  14 Feb,shubhum, Drama Romance,"Two different individuals on a journey of love, loss and life through the phases of Reincarnation.",0,0,0,,07-03-2020,09:21,media/Love_Aaj_Kal_-_Official_Trailer__Kartik_Sara_Randeep_Arushi__Imtiaz_Ali__Dinesh_Vi_KjHsWdA.jpg,media/Love_Aaj_Kal_-_Official_Trailer__Kartik_Sara_Randeep_Arushi__Imtiaz_Ali__Dinesh_Vi_S0sKwHI.mp4
73,rVzlPzyL8ErfcWzt,Luka Chuppi -  Official Trailer  Kartik Aaryan Kriti Sanon Dinesh Vijan Laxman Utekar  Mar 1,shubhum, Comedy Romance,The story of a television reporter in Mathura who falls in love with a headstrong woman.,0,0,0,,07-03-2020,09:21,media/Luka_Chuppi_-__Official_Trailer__Kartik_Aaryan_Kriti_Sanon_Dinesh_Vijan_Laxman_Ute_9hbO0n4.jpg,media/Luka_Chuppi_-__Official_Trailer__Kartik_Aaryan_Kriti_Sanon_Dinesh_Vijan_Laxman_Ute_40NH6QY.mp4
74,WNiw8emRJIDjPfEt,Manikarnika - The Queen Of Jhansi  Official Trailer  Kangana Ranaut  Releasing 25th January,shubhum, Action Drama History,"Story of Rani Lakshmibai, one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.",0,0,0,,07-03-2020,09:21,media/Manikarnika_-_The_Queen_Of_Jhansi__Official_Trailer__Kangana_Ranaut__Releasing_25t_YsacW88.jpg,media/Manikarnika_-_The_Queen_Of_Jhansi__Official_Trailer__Kangana_Ranaut__Releasing_25t_q3G8fcf.mp4
75,gOOzfchs6GZyDlzw,Mission Mangal -  Official Trailer  Akshay  Vidya  Sonakshi  Taapsee  Dir Jagan Shakti  15 Aug,shubhum, Drama History,A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.,0,0,0,,07-03-2020,09:21,media/Mission_Mangal_-__Official_Trailer__Akshay__Vidya__Sonakshi__Taapsee__Dir_Jagan_Sh_MUX6vcr.jpg,media/Mission_Mangal_-__Official_Trailer__Akshay__Vidya__Sonakshi__Taapsee__Dir_Jagan_Sh_Qwu7fMf.mp4
76,61eBYKiSb14CNXmO,Motichoor Chaknachoor - Official Trailer  Nawazuddin Siddiqui Athiya Shetty  15th November,shubhum, Drama Romance,A woman whose single purpose in life is to marry a foreign-settled groom decides to marry a 36-year-old Dubai-returned professional who is desperate for a bride.,2,0,0,,07-03-2020,09:21,media/Motichoor_Chaknachoor_-_Official_Trailer__Nawazuddin_Siddiqui_Athiya_Shetty__15th_November.jpg,media/Motichoor_Chaknachoor_-_Official_Trailer__Nawazuddin_Siddiqui_Athiya_Shetty__15th_November.mp4
77,d0xo9afl1XnSNUAa,Notebook - Official Trailer  Pranutan Bahl  Zaheer Iqbal  Nitin Kakar  29th Mar 2019,shubhum, Drama Romance,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",0,0,0,,07-03-2020,09:21,media/Notebook_-_Official_Trailer__Pranutan_Bahl__Zaheer_Iqbal__Nitin_Kakar__29th_Mar_2019.jpg,media/Notebook_-_Official_Trailer__Pranutan_Bahl__Zaheer_Iqbal__Nitin_Kakar__29th_Mar_2019.mp4
78,7rSAFn1hHa6EYxGh,Panga - Official Trailer  Kangana  Jassie  Richa  Dir Ashwiny Iyer Tiwari   24th Jan 2020,shubhum,,"Punjabi comedy film directed by Virender Singh and produced by Bharat Arora, Arvinder Singh, Gurprit Singh Gujral, Starring Gavie Chahal, Mukul Dev, Khushboo Grewal,Flora Saini, Karan Sekhon (Debut), Veer Vashisht. Movie is produced under banner Blockbuster Motion Pictures. The film revolving around 3 best buddies, but the thriller comes when Mukul Dev enters in their lives.",0,0,0,,07-03-2020,09:21,media/Panga_-_Official_Trailer__Kangana__Jassie__Richa__Dir_Ashwiny_Iyer_Tiwari___24th_Jan_2020.jpg,media/Panga_-_Official_Trailer__Kangana__Jassie__Richa__Dir_Ashwiny_Iyer_Tiwari___24th_Jan_2020.mp4
79,YlfHcrDpH1CNd5Hj,Panipat - Official Trailer Sanjay Dutt Arjun Kapoor Kriti SanonAshutosh GowarikerIn Cinema Now,shubhum, Action Drama History War,"During 18th century India, the Marathas emerged as the most powerful empire in the nation until the Afghan King Ahmad Shah Abdali plans to take over India. Sadashiv Rao Bhau is brought in to save the empire from the king which then leads to the third battle of Panipat.",0,0,0,,07-03-2020,09:21,media/Panipat_-_Official_Trailer_Sanjay_Dutt_Arjun_Kapoor_Kriti_SanonAshutosh_GowarikerI_RohVh5M.jpg,media/Panipat_-_Official_Trailer_Sanjay_Dutt_Arjun_Kapoor_Kriti_SanonAshutosh_GowarikerI_e0wnJja.mp4
80,w5QXHMKDjmCm413R,Prassthanam - Official Trailer  Sanjay Dutt  Jackie Shroff  Deva Katta  20th September 2019,shubhum, Action Drama,A rural politician marries a widow with kids and gains a respectable position and trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.,0,0,0,,07-03-2020,09:21,media/Prassthanam_-_Official_Trailer__Sanjay_Dutt__Jackie_Shroff__Deva_Katta__20th_Septe_SXCCCh9.jpg,media/Prassthanam_-_Official_Trailer__Sanjay_Dutt__Jackie_Shroff__Deva_Katta__20th_Septe_hbgHbqS.mp4
81,2j0XPSrdmdcHMMGd,RAW - Romeo Akbar Walter  Official Trailer  John Abraham  Jackie Shroff  Mouni Roy  5th April,shubhum, Action Crime Thriller,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",0,0,0,,07-03-2020,09:21,media/RAW_-_Romeo_Akbar_Walter__Official_Trailer__John_Abraham__Jackie_Shroff__Mouni_Roy_fKM6EZN.jpg,media/RAW_-_Romeo_Akbar_Walter__Official_Trailer__John_Abraham__Jackie_Shroff__Mouni_Roy_MgOEBuh.mp4
82,hzttQ7eZeTMuFhrQ,Saand Ki Aankh -  Official Trailer Bhumi Pednekar Taapsee Pannu  Tushar Hiranandani  25 Oct,shubhum, Drama,"Following the exciting story of the world's oldest sharpshooters Chandro and Prakashi Tomar, the drama marks the directorial debut of acclaimed scriptwriter Tushar Hiranandani. The film stars Bhumi Pednekar and Taapsee Pannu.",0,0,0,,07-03-2020,09:22,media/Saand_Ki_Aankh_-__Official_Trailer_Bhumi_Pednekar_Taapsee_Pannu__Tushar_Hiranandan_o16Uo2I.jpg,media/Saand_Ki_Aankh_-__Official_Trailer_Bhumi_Pednekar_Taapsee_Pannu__Tushar_Hiranandan_lGOBuDl.mp4
83,mafclmyCvDWagwaO,Sarkar 3 - Official Trailer  Watch Full Movie On Eros Now,shubhum, Crime Drama,"Subhash Nagre or Sarkar, the patriarch of the most powerful family of Maharashtra, continues to hold centre-stage because of his immense clout with the masses. In this outing, the Godfather is joined by his grandson Shivaji Nagre who loves and hates his grandfather with equal intensity. Will Shivaji betray Subhash? Or will he become a prey to his grandfather’s machinations?",0,0,0,,07-03-2020,09:22,media/Sarkar_3_-_Official_Trailer__Watch_Full_Movie_On_Eros_Now.jpg,media/Sarkar_3_-_Official_Trailer__Watch_Full_Movie_On_Eros_Now.mp4
84,4DgcSNp7yJxSqfvH,Simmba - Official Trailer  Ranveer Singh Sara Ali Khan Sonu Sood  Rohit Shetty  December 28,shubhum, Action Drama,A corrupt police officer enjoys all the perks of being an immoral and unethical police officer until an event which transforms his life completely and forces him to choose the righteous path.,0,0,0,,07-03-2020,09:22,media/Simmba_-_Official_Trailer__Ranveer_Singh_Sara_Ali_Khan_Sonu_Sood__Rohit_Shetty__De_2Ukg8XN.jpg,media/Simmba_-_Official_Trailer__Ranveer_Singh_Sara_Ali_Khan_Sonu_Sood__Rohit_Shetty__De_Ja8yTW8.mp4
85,pxHD0jd6X0HYjHvP,Sonchiriya - Official Trailer  Sushant Bhumi P  Manoj B Ranvir S  Abhishek C  1st March 2019,shubhum, Action Crime Drama,"Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",0,0,0,,07-03-2020,09:22,media/Sonchiriya_-_Official_Trailer__Sushant_Bhumi_P__Manoj_B_Ranvir_S__Abhishek_C__1st__eObvm3e.jpg,media/Sonchiriya_-_Official_Trailer__Sushant_Bhumi_P__Manoj_B_Ranvir_S__Abhishek_C__1st__NqvY7V0.mp4
86,FIC9dMusWz6FD0E1,Sooryavanshi - Official Trailer  Akshay K Ajay D Ranveer S Katrina K  Rohit Shetty  24th March,shubhum, Action Drama,The action-packed adventures of an anti-terror Squad in India.,0,0,0,,07-03-2020,09:22,media/Sooryavanshi_-_Official_Trailer__Akshay_K_Ajay_D_Ranveer_S_Katrina_K__Rohit_Shetty_PZfrzSu.jpg,media/Sooryavanshi_-_Official_Trailer__Akshay_K_Ajay_D_Ranveer_S_Katrina_K__Rohit_Shetty_fUTfMhB.mp4
87,SsDVbq9VIl3WwOrs,Student Of The Year 2 - Trailer  Tiger Shroff  Tara  Ananya  Punit Malhotra  In cinemas now,shubhum, Comedy Drama Romance,"A student must overcome bullies and hardships, both academic and romantic, in order to win his college's coveted Student of the Year trophy.",0,0,0,,07-03-2020,09:22,media/Student_Of_The_Year_2_-_Trailer__Tiger_Shroff__Tara__Ananya__Punit_Malhotra__In_ci_WfSqs9D.jpg,media/Student_Of_The_Year_2_-_Trailer__Tiger_Shroff__Tara__Ananya__Punit_Malhotra__In_ci_eMvObkY.mp4
88,78z12TH6EHLNshtD,Super 30 - Official Trailer  Hrithik Roshan  Vikas Bahl  July 12,shubhum, Drama,Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,0,0,0,,07-03-2020,09:22,media/Super_30_-_Official_Trailer__Hrithik_Roshan__Vikas_Bahl__July_12.jpg,media/Super_30_-_Official_Trailer__Hrithik_Roshan__Vikas_Bahl__July_12.mp4
89,UTzSQMpHu1AKHSOb,The Body - Official Trailer  Rishi Kapoor Emraan Hashmi Sobhita Dhulipala Vedhika  13th Dec,shubhum, Mystery Thriller,"When the body of a powerful businesswoman goes missing from the morgue, the inspector-in-charge hunts for the truth. When he questions her husband he realizes that there is much more to the case than meets the eye.",0,0,0,,07-03-2020,09:22,media/The_Body_-_Official_Trailer__Rishi_Kapoor_Emraan_Hashmi_Sobhita_Dhulipala_Vedhika__y5YH3L8.jpg,media/The_Body_-_Official_Trailer__Rishi_Kapoor_Emraan_Hashmi_Sobhita_Dhulipala_Vedhika__fygPP8H.mp4
90,HQ5SvBM2OYrT7J41,The Sky Is Pink - Official Trailer  Priyanka C J Farhan A Zaira W Rohit S  Shonali B  Oct 11,shubhum, Drama Family Romance,The 25-year-old love story of a couple is told through the lens of their spunky teenage daughter who is diagnosed with pulmonary fibrosis.,0,0,0,,07-03-2020,09:22,media/The_Sky_Is_Pink_-_Official_Trailer__Priyanka_C_J_Farhan_A_Zaira_W_Rohit_S__Shonali_GKvrK2h.jpg,media/The_Sky_Is_Pink_-_Official_Trailer__Priyanka_C_J_Farhan_A_Zaira_W_Rohit_S__Shonali_B4wqd8v.mp4
91,nKml8PObVi41JbxJ,The Zoya Factor -  Official Trailer  Sonam K Ahuja  Dulquer Salmaan  Dir Abhishek Sharma  Sep 20,shubhum, Romance,An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,0,0,0,,07-03-2020,09:22,media/The_Zoya_Factor_-__Official_Trailer__Sonam_K_Ahuja__Dulquer_Salmaan__Dir_Abhishek__knaJ5EF.jpg,media/The_Zoya_Factor_-__Official_Trailer__Sonam_K_Ahuja__Dulquer_Salmaan__Dir_Abhishek__k9ElFDM.mp4
92,jJyCTqVtilKSROGS,Total Dhamaal - Official Trailer  Ajay  Anil  Madhuri  Indra Kumar  Feb 22nd,shubhum, Action Adventure Comedy,"Con-artists Guddu and Johnny, a bickering couple Avinash and Bindu who are on a verge of divorce, a fireman Lallan and his side-kick siblings Adi and Manav and a cunning police commissioner set out on a mad chase for a hidden booty of Rs 50 crores in a zoo in Janakpur.",0,0,0,,07-03-2020,09:22,media/Total_Dhamaal_-_Official_Trailer__Ajay__Anil__Madhuri__Indra_Kumar__Feb_22nd.jpg,media/Total_Dhamaal_-_Official_Trailer__Ajay__Anil__Madhuri__Indra_Kumar__Feb_22nd.mp4
93,Ogpn4zcYbXO0Ym5n,TRAPPED - Official Trailer  Rajkummar Rao  Dir  Vikramaditya Motwane   Releasing 17th March 2017,shubhum, Action Crime Drama Thriller,"When their daughter is kidnapped by experienced nappers (Bacon and Love), the Jennings (Theron and Townsend) turn the tables on this seemingly foolproof plan.",0,0,0,,07-03-2020,09:23,media/TRAPPED_-_Official_Trailer__Rajkummar_Rao__Dir__Vikramaditya_Motwane___Releasing_1_6Wm4C0g.jpg,media/TRAPPED_-_Official_Trailer__Rajkummar_Rao__Dir__Vikramaditya_Motwane___Releasing_1_l2B8VpQ.mp4
94,rZnuqqVTrOpl67TP,Tubelight - Official Teaser  Salman Khan  Kabir Khan,shubhum, Drama War,"Laxman Singh Bisht is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",0,0,0,,07-03-2020,09:23,media/Tubelight_-_Official_Teaser__Salman_Khan__Kabir_Khan.jpg,media/Tubelight_-_Official_Teaser__Salman_Khan__Kabir_Khan.mp4
95,dgVAthe0sPAwVIOF,URI - Official Trailer  Vicky Kaushal Yami Gautam Paresh Rawal  Aditya Dhar  11th Jan 2019,shubhum, Action Drama War,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",0,0,0,,07-03-2020,09:23,media/URI_-_Official_Trailer__Vicky_Kaushal_Yami_Gautam_Paresh_Rawal__Aditya_Dhar__11th_Jan_2019.jpg,media/URI_-_Official_Trailer__Vicky_Kaushal_Yami_Gautam_Paresh_Rawal__Aditya_Dhar__11th_Jan_2019.mp4
96,uNTaP9ee2QkZIPU9,Zero - Official Trailer  Shah Rukh Khan  Aanand L Rai  Anushka  Katrina  21 Dec 2018,shubhum, Comedy Drama,"In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a national competition offers her a chance at her dream, to be recorded on NASA’s Golden Record, she recruits a makeshift troupe of Birdie Scouts, forging friendships that last a lifetime and beyond.",0,0,0,,07-03-2020,09:23,media/Zero_-_Official_Trailer__Shah_Rukh_Khan__Aanand_L_Rai__Anushka__Katrina__21_Dec_2018.jpg,media/Zero_-_Official_Trailer__Shah_Rukh_Khan__Aanand_L_Rai__Anushka__Katrina__21_Dec_2018.mp4
97,ZDGk1WX6fNeJUiWo,102 Not Out - Official Trailer  Amitabh Bachchan  Rishi Kapoor  Umesh Shukla  In Cinemas May 4th,shubhum, Comedy Drama Family,"An unusual love-hate relationship between a 75-year-old son and his 102-year-old father, who wants to break the oldest-man-alive record.",0,0,0,,07-03-2020,16:15,media/102_Not_Out_-_Official_Trailer__Amitabh_Bachchan__Rishi_Kapoor__Umesh_Shukla__In_C_lPBsjGw.jpg,media/102_Not_Out_-_Official_Trailer__Amitabh_Bachchan__Rishi_Kapoor__Umesh_Shukla__In_C_EVSOG8v.mp4
98,11ovtGvjqo3dLHPl,Aiyaary - Trailer   Neeraj Pandey  Sidharth Malhotra  Manoj Bajpayee  Releases 16th February 2018,shubhum, Action Thriller,An Indian Army officer is compelled to chase down his protege when the latter turns rogue and threatens to disrupt the country’s government and army.,0,0,0,,07-03-2020,16:15,media/Aiyaary_-_Trailer___Neeraj_Pandey__Sidharth_Malhotra__Manoj_Bajpayee__Releases_16t_5Hl1AV9.jpg,media/Aiyaary_-_Trailer___Neeraj_Pandey__Sidharth_Malhotra__Manoj_Bajpayee__Releases_16t_HCdev81.mp4
99,LKicSOjEW6ZJR3DE,AndhaDhun - Official Trailer  Tabu  Ayushmann Khurrana  Radhika Apte  5th October,shubhum, Crime Thriller,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,1,0,0,,07-03-2020,16:16,media/AndhaDhun_-_Official_Trailer__Tabu__Ayushmann_Khurrana__Radhika_Apte__5th_October.jpg,media/AndhaDhun_-_Official_Trailer__Tabu__Ayushmann_Khurrana__Radhika_Apte__5th_October.mp4
100,4WMoekW96hcGZm69,Baaghi 2 - Official Trailer  Tiger Shroff  Disha Patani  Sajid Nadiadwala  Ahmed Khan,shubhum, Action,A man embarks on a bloody rampage to save his kidnapped brother.,0,0,0,,07-03-2020,16:16,media/Baaghi_2_-_Official_Trailer__Tiger_Shroff__Disha_Patani__Sajid_Nadiadwala__Ahmed_Khan.jpg,media/Baaghi_2_-_Official_Trailer__Tiger_Shroff__Disha_Patani__Sajid_Nadiadwala__Ahmed_Khan.mp4
101,vzinGs6QnDxoLWuL,Dhadak - Official Trailer  Janhvi & Ishaan  Shashank Khaitan  Karan Johar,shubhum, Comedy Drama Family Romance,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",0,0,0,,07-03-2020,16:17,media/Dhadak_-_Official_Trailer__Janhvi__Ishaan__Shashank_Khaitan__Karan_Johar.jpg,media/Dhadak_-_Official_Trailer__Janhvi__Ishaan__Shashank_Khaitan__Karan_Johar.mp4
102,AzrUDi4cEsXEJVRl,Fukrey Returns - Trailer  Pulkit Samrat  Varun Sharma  Manjot Singh  Ali Fazal  Richa Chadha,shubhum, Comedy Drama,"A year after the first movie, the four friends are enjoying their lives to the fullest, get in trouble once again with Bholi, who is released from prison earlier than expected and is broke.",0,0,0,,07-03-2020,16:17,media/Fukrey_Returns_-_Trailer__Pulkit_Samrat__Varun_Sharma__Manjot_Singh__Ali_Fazal__Ri_xLhcnJB.jpg,media/Fukrey_Returns_-_Trailer__Pulkit_Samrat__Varun_Sharma__Manjot_Singh__Ali_Fazal__Ri_SGBSZSc.mp4
103,UPszxm225QJ68dhk,Gold - Theatrical Trailer  Akshay Kumar  Mouni  Kunal  Amit  Vineet  Sunny  15th August 2018,shubhum, Adventure Comedy Romance,"Treasure hunter Ben 'Finn' Finnegan has sunk both his trusty boat and his marriage to Tess in his obsessive quest to find the legendary 'Queen's Dowry' treasure. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss along on the hunt. But Finn is not the only one interested in the gold—his former mentor-turned-enemy will stop at nothing to beat him to it.",0,0,0,,07-03-2020,16:17,media/Gold_-_Theatrical_Trailer__Akshay_Kumar__Mouni__Kunal__Amit__Vineet__Sunny__15th_A_ywSFQlj.jpg,media/Gold_-_Theatrical_Trailer__Akshay_Kumar__Mouni__Kunal__Amit__Vineet__Sunny__15th_A_cUeuVNW.mp4
